status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,,,0.37,Aguada,Puerto Rico,602.0,,,95000.0
for_sale,,,0.23,Rincon,Puerto Rico,602.0,,,329000.0
for_sale,,,0.68,Aguada,Puerto Rico,602.0,,,130000.0
for_sale,,,0.25,Aguada,Puerto Rico,602.0,,,94770.0
for_sale,,,0.38,Aguada,Puerto Rico,602.0,,,150000.0
for_sale,,,0.4,Aguada,Puerto Rico,602.0,,,165000.0
for_sale,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,2070.0,,215000.0
for_sale,3.0,2.0,0.05,Aguadilla,Puerto Rico,603.0,1184.0,,63000.0
for_sale,3.0,2.0,0.22,Aguadilla,Puerto Rico,603.0,1900.0,,215000.0
for_sale,3.0,1.0,0.2,Aguadilla,Puerto Rico,603.0,980.0,,115000.0
for_sale,4.0,2.0,0.89,Aguadilla,Puerto Rico,603.0,1408.0,,99000.0
for_sale,5.0,5.0,0.62,Aguadilla,Puerto Rico,603.0,8460.0,,850000.0
for_sale,3.0,2.0,0.11,Aguadilla,Puerto Rico,603.0,1116.0,,140000.0
for_sale,4.0,3.0,0.26,Aguadilla,Puerto Rico,603.0,3734.0,,499000.0
for_sale,3.0,2.0,0.17,Aguadilla,Puerto Rico,603.0,1500.0,,180000.0
for_sale,6.0,3.0,0.49,Aguadilla,Puerto Rico,603.0,2618.0,,225900.0
for_sale,4.0,2.0,0.12,Aguadilla,Puerto Rico,603.0,1760.0,,260000.0
for_sale,,,0.13,Aguadilla,Puerto Rico,603.0,,,31179.0
for_sale,4.0,3.0,0.33,Aguadilla,Puerto Rico,603.0,2950.0,,500000.0
for_sale,3.0,2.0,0.21,Aguada,Puerto Rico,603.0,1565.0,,225000.0
for_sale,,,0.25,Aguadilla,Puerto Rico,603.0,,,28000.0
