text,rating
"""Golarka nie podrażnia skóry - mimo, że mam wrażliwą - i dobrze dopasowuje się do kształtu twarzy. Efekt golenia na """"gładko"""" jest taki, jak po około 3 godzinach przy użyciu standardowej maszynki, czyli zgodnie z oczekiwaniami i innymi opiniami w internecie. Strzyżenie z nasadkami również bez zastrzeżeń - tnie równo i bez szarpania, więc w awaryjnych sytuacjach może z powodzeniem zastąpić trymer. Polecam. """,5.0
"Jakość wykonania... Powiem tak solidny naprawdę dobry telefon. Ma wszystko co trzeba nic nie brakuje, dobry aparat wszystko pełna klasa do tego jeszcze telefon naprawdę wytrzymały idealny do pracy, odporny na zarysowania, odporny na wszystko(wodę, kurz) nie muszę go pilnować jest po prostu świetny nie trzeba o. Niego dbać jak o każdy inny smartfon, dba on sam o siebie swoją pancerna obudowa, Jestem. Bardzo zadowolona i Polecam wszystkim ",5.0
"Zakupiłem uchwyt z myślą o montażu na desce rozdzielczej auta ( deska zwykła nie skórzana spełniająca wymogi w opisie) niestety po jednym dniu uchwyt odpadł, kolejne próby dały ten sam rezultat. Uchwyt powędrował na podszybie i trzyma się. Wykonanie przedmiotu na dobrym poziomie, trzyma pewnie telefon. Gdyby nie odpadanie z deski co jest dla mnie istotne, myślę dla innych także to produkt dostał by ocene bdb",3.0
"Uchwyt wykonany z dość dobrego plastiku ale niestety to bez znaczenia ponieważ element na którym stoi telefon odkręca się od drugiej części. Przez co występują drgania podczas jazdy po nierównych drogach, a tych u nas nie brakuje. Ponadto same skrzydełka podtrzymujące boki telefonu są za płytkie. Jeśli ktoś ma pokrowiec na telefon to może zapomnieć o dobrym osadzeniu go, ponieważ będzie za grubo i telefon od razu lub po pewnym czasie jazdy po prostu wypadnie z uchwytu. Cena niestety i w tym przypadku mówi sama za siebie. ",1.0
"Muszę przyznać że jestem nieco zawiedziona.....miałam wcześniej prostownicę  Remington S9500 była rewelacyjna Po pierwsze kabel 2,5 m pięknie .. druga sprawa nagrywała się błyskawicznie włosy po niej były naprawdę bardzo fajne super wyprostowane jednocześnie nie niszczyła ich Natomiast ta prostownica po pierwsze ma za krótki kabel po drugie dużo później się nagrzewa i ogólnie samo prostowanie mam wrażenie że już nie daję rady jak tam Ta poprzednia ... dodatkowo prostownica nie posiada etui które chroni przed uszkodzeniem położenia gorącej prostownicy na danym podłożu w poprzedniej prostownicy Miałam świetne etui i na szczęście Zostawiłam i służy mi do tej nowej w moja ocena 2",2.0
"Sam uchwyt w miarę solidny i dobrze trzyma się szyby, jednak jego kształt powoduje, że znajduje się bardzo blisko szyby i jest problem z zamocowaniem wyższego telefonu. Trzeba wziąć poprawkę na fakt, że nie będzie on pasował do każdego samochodu, szczególnie jeżeli ktoś ma większy telefon (mój ma 15cm wysokości). W moim samochodzie uchwyt musiałem obrócić poziomo, jednak tu już trzymanie cięższego telefonu jest słabe.",3.0
"dlaczego jeden ? najnormalniej w świecie, jedzone tosty przechodzą metalicznym, bardzo charakterystycznym smrodem który jest wyczuwalny za równo w pomieszczeniu jak i w jedzeniu, ( co prawdopodobnie jest niezdrowe )  z tego właśnie powodu tosty u nas podajemy jedynie gościom, obserwujemy i monitorujemy ich stan zdrowotny, myślę że niedługo coś wyjdzie. ",1.0
"Uchwyt sam w sobie bardzo wygodny, łatwy w codziennym użyciu. Magnes mocny dobrze trzyma telefon nawet na największych wybojach. Natomiast przyssawka jest za miękka. Nie wiem z czego zrobiona ale nie zdaje egzaminu. Klei się co prawda nawet bez zasysania, ale zostają ślady na szybie trudne do usunięcia. Uchwyt do togo materiału jest za ciężki i odstaje, nie trzyma się sztywno. W dni upalne w ogóle nie mogłem korzystać z uchwytu ponieważ guma się rozciągała pod  ciężarem telefonu. W ciepłe dni przyssawka robi się jak plastelina.",3.0
"Używam od miesiąca, bardzo fajne słuchawki, jakość dźwięku OK, fantastycznie leżą w uchu (nie ma opcji żeby wypadły nawet przy intensywnym sporcie, przy czym bardzo wygodnie się zakłada). Jeden mankament - czasem po włączeniu szwankuje komunikacja bluetooth (łączy się i rozłącza z telefonem w kółko) - jednak po ponownym restarcie słuchawek jest OK.",4.0
"Uchwyt jest zgrabny i stylowy, fajnie komponuje się z wnętrzem samochodu. W zestawie dwie blaszki do zamontowania na telefonie, obie płaskie, jedna z nich, o imitującej skórę powierzchni, wygląda bardzo elegancko. Sam magnes trzyma mocno, nie zdarzyło mi się podczas jazdy, aby telefon z niego spadł, nawet podczas jazdy po nierównym terenie. Po krótkim okresie testowania, uchwyt przyklejany do deski rozdzielczej wydaje się być solidny i stabliny.",5.0
"Dla małych telefonów ok, choć plastik nie sprawia wrażenia solidnego i wygina się dosyć łatwo. Uchwyt nie nadaje się dla średnich i większych smartfonów ponieważ jest za mały. Sprężyna jest za silna i mój telefon, który ma 7,5 cm szerokości wchodzi już na mocny wcisk i trudno go tam zamocować. ",2.0
"Całkiem ok trzyma się szyby jak nie odkleja się i przykleja codziennie. 2 razy odpadł przy upale powyżej 30 stopni - nie było to w trakcie jazdy. Nie ma kilku kolorów metalowych naklejek na tył smartfona, wg. mnie powinna być biała i czarna w zestawie. Ja używam pod etui cienkim i jest ok.",5.0
"Łatwy montaż i dobrze trzyma się szyby. Szybkie, proste wkładanie telefonu. Jeżeli nie używa się telefonu ładuje tak szybko jak ładowarka standardowa na kablu. Przy używaniu nawigacji, ładowanie bardzo powolne, ale zawsze trochę  doładuje - ale musi być dobry zasilacz USB i dobry kabel aby przy długim kablu był mały spadek napięcia.",5.0
Bardzo fajna myszka o standardowym kształcie i niebiesko-czarnym kolorze. Nadaje się w sam raz do użytku w biurze czy też w domu. Jest bardzo lekka oraz działa bezprzewodowo. Mysz działa nawet do 5 metrów od odbiornika. Obsługuje technologię Logitech Unifying dzięki której można sparować kilka urządzeń firmy Logitech do jednego odbiornika USB co pozwala na zaoszczędzenie gniazd USB.,4.0
"Super kijek. Odrobinę krótszy niż większość standardowych kijków (tak z 5-10cm) ale i tak jest ok. Za to dobrze wykonany, solidny, nie chwieje się tak jak ta tania tandeta. Jest ładny. Fajnie się składa. No i uważam, że rozwiązanie z minijackiem jest lepsze niż kijki bluetooth, dużo szybsze do przygotowania, nie trzeba się bawić w żadne parowanie bluetooth tylko cyk i już.",5.0
"Jestem zadowolony. Używam od ponad 2 tygodni (słucham dużo muzyki przez Tidal). Dźwięk jest przyjemny, ale kabel wydaje się być delikatny (nie sądzę, żeby był w stanie wytrzymać rok). Dodatkowo wadą jest ten pilot (przyciski dosyć ciężko się naciska). Pilot mógłby być też lepiej umiejscowiony.   Jednak sam mikrofon nadaje się do rozmów",4.0
"Pozytywne opinie na temat tego uchwytu zachęciły mnie do jego zakupu, niestety bardzo się rozczarowałam. Uchwyt wcale nie trzyma się kokpitu, już po chwili sam się odkleja. Próbowałam zamontować go kilka razy, niestety nie udało się. Być może do szyby się nada, ale jeśli ktoś chce ten uchwyt na kokpit to nie polecam, strata pieniędzy. ",1.0
"Sam uchwyt sam w sobie jest OK, ale służy tylko po to by mieć telefon przed sobą. Niestety korzystanie z nawigacji itd jest niemożliwe - wraz z obrotem kierownicy obraca się ekran i utrudnia to sprawę. Druga sprawa - przy dłuższych trasach niestety brak możliwości podłączenia do ładowania telefonu... kabelek wraz z obrotem koła kierownicy zwija się - do czasu aż straci zakres i wtedy się odłącza.  Pomysł dobry ale do dopracowania.",5.0
"Rewelacyjny ekspres do kawy! Duży pojemnik na wodę, wysuwany od frontu urządzenia świetnie sprawdza się w kuchniach, gdzie są szafki wiszące nad ekspresem. Kilka stopni mielenia kawy - bajka! Pięć stopni mocy kawy, możliwość zaprogramowania ekspresu w zależności od wielkości posiadanych kubków/filiżanek. Bardzo łatwe podłączanie/odłączanie karafki z mlekiem, a funkcja automatycznego czyszczenia spieniacza po każdej kawie nie pozwala nagromadzić się resztkom mleka. Ekspres raczej cichy (jak porówna się z innymi) w czasie mielenia kawy. Pełna gama kaw jakie można przygotować była dla mnie bardzo istotna i ten ekspres mnie nie zawiódł. Menu w wielu językach, bardzo proste w obsłudze, instrukcja bardzo czytelna. Wady według mnie nie istnieją :) ",5.0
"Potrzebowalem niesmartfonowego rozwiazania, ze wzgledu na polityke bezpieczenstwa firmy. Sam telefon jest OK. Ale firmware potrzebuje mocnej poprawy - szczegolnie jesli chodzi o szybkosc. Gdyby nie to, ze mozna zrobic przenosny hotspot, (glowny powod oprocz dual sima) to podobny model mozna kupic za 60% ceny. A jesli chodzi o firmware (czy jak kto woli system operacyjny), to Sony Ericsson seria K7 i 8 z 2006 mialy wiecej opcji i dzialal co najmniej tak szybko a do tego mial multitasking (o czym tutaj - i  mozna zapomniec). ",3.0
"W sumie uchwyt działa sprawnie - jedynym problemem jest fakt, że mam zamykane etui na telefon i albo trzeba zrezygnować z ładowania i przykrywkę odwinąć do tyłu (pod telefon) - lub korzystać z ładowania z zamkniętą klapką (brak możliwości odebrania połączenia, nie widać kto dzwoni itp itd. Sam uchwyt choć na początku zwróciła moją uwagę delikatność wykonania spisuje się zupełnie bez zarzutów. ",5.0
"Telefon zgodny z opisem. Tak jak było podane - kilka rysek na obudowie, bo powystawowy, ale sprzęt działa jak nowy i świetnie się sprawdza. Fajnie, ze etui i szybka są w gratisie.  Mój pierwszy iphone. Oprogramowanie ios bardzo mi się podoba i jest bardziej funkcjonalne niż android. Aparat robi zdjęcia o bardzo naturalnych kolorach, dobrej jakości ",5.0
"Używam codziennie od 6miesięcy na motocyklu. Nie uciska w kasku. Dźwięk jest dobry. Zazwyczaj działa równocześnie muzyka, nawigacja, Yanosik. Bateria długo trzyma (na 600km trasy bez problemu wytrzymuje). Minusy: Idąc na ruchliwej ulicy, lub w wietrzną pogodę albo w pomieszczeniu gdzie jest głośno niestety Mikrofon nie daje rady. Jeżeli ktoś dużo rozmawia to ta słuchawka nie jest dla niego. W moim przypadku gdzie używam ją do odsłuchu super się sprawdza. Dlatego 5 gwiazdek.",5.0
"Bardzo mocny klej, który pozwala zamontować uchwyt w aucie. Magnes tez super mocny. Bardzo wygodny, dużo bardziej niż np. uchwyty na przyssawkę montowany do szyby, które odpadają i trzeba mieć mocno wyciągnięta rękę aby obsługiwać urządzenie. Dodatkowo nie zasłania nam szyby jak to bywa w już wspomnianym uchwycie na szybę. Ewentualnie podłączone kable nie wiszą przez całą wysokość auta. Bardzo stabilne! W zestawie dwie blaszki jak ktoś ma telefon prywatny i służbowy.",5.0
Po wyjęciu z opakowania wygląda na to że towar jest ok. Telefon dobrze trzyma się w uchwycie. Materiał na tyle giętki że da się formować i na tyle sztywny że sam się nie odkształca. Jednym słowem w sam raz. Może służyć do trzymania telefony na szyi jak i w ręku. Całkiem fajny pomysł.,5.0
"O Ile inny produkt tej firmy został mi polecony przez profesjonalnego fryzjera, tak ten konkretny jest po prostu chińskim tworem z naklejką WAHL. Maszynka w dotyku tania i lekka. Nie sprawia dobrego wrażenia. Silniczek wydaje przeraźliwe dźwięki i działa tylko wpięty sieciowo. Ledwo zipie na akumulatorze, dlatego nie polecam jeśli ktoś chce używać mobilnie. ",3.0
"ciężko podważyć ich oryginalność, na co dostałem zapewnienie, bo wyglądają identycznie jak te dołączone do Samsunga S8 za 2500zł, które miałem okazję testować od znajomego (dlatego się połasiłem) Niemniej grają o wiele słabiej. Mają zdecydowanie mniej dołu, są cichsze, dźwięk jest mniej nasycony. Reasumując sugeruję testować je na miejscu i wtedy podejmować decyzję w celu uniknięcia rozczarowania. pozdrawiam.      ",5.0
"""Zasługuje na dwie i pół gwiazdki. Łączenie z odbiornikiem dobre, nie zawsze można odebrać poprzez przycisk. Niska jakość i wytrzymałość pałąka mocowania, powinna byś profilowana. Po dwóch miesiącach kupiłem nowy, po kolejnych znowu. W uchu siedzi dobrze, lecz ze względu na kształt gumy zaczyna """"drażnić"""", odbiorca połączenia niezależnie od marki telefonu, smartfona narzeka na jakość połączenia, użytkownik ma świetną słyszalność. Nie kupię powtórnie.""",2.0
"Jakość wykonania OK. Materiały tak samo. Można przyczepić zarówno do szyby jak i chropowatej powierzchni kokpitu czy podszybia zależnie jak tam kto to nazywa :) Jednak idea zastosowania żelowej podkładki aby uchwyt trzymał się kokpitu budzi obawy, że  w mnie gorące dni następnego lata będzie problem. Wszystkie uzywane przeze mnie żelowe pady, od gorąca topiły się i powstawał straszny syf- zobaczymy jak tutaj będzie. Natomiast warto zwrócić uwagę że regulacja nachylenia jest tylko przy telefonie! Skutkuje to tym ze duży telefon jeśli ma być prostopadle do nas ekranem trudno włożyć w uchwyt bo mało miejsca. Nie ma regulacji przy przyssawce!  ",4.0
"""uchwyt  beznadziejny. Kupiłem go do mojego Hyuawei P20 pro (case również od tej samej osoby) , i niestety prawie wogóle się nie trzyma. Montaż do """"kratki wentelecyjnej w aucie, ok, natomiast magnes beznadzieja.  Jedynie za co można dać gwiazdkę to za wygląd - wygląda ładnie, ale jest bezużyteczny - telefon już na małych dziurach spada z magnesu - na szczęście się nie zniszczył telefon. Niestety uchwyt nadaje się tylko jak samochód stoi w miejscu""",2.0
"Drukarka laserowa ma pojemnik na arkusze A4 do 250 szt. czyli kartki nie są narażone na pogniecenie, zakurzenie jak w tańszych modelach z podajnikiem kartek i drukuje dwustronnie. Można też podawać kartki pojedynczo z osobnej tacki co jest bardzo wygodne np. przy zmianie formatu, koloru kartki itp. Cena niewiele wyższa od najtańszych modeli tej firmy.",5.0
"Takiego telefonu oczekiwałem. Nie lubię martwić się co się stanie jak wypadnie mi z ręki lub wypadnie z kieszeni. Ten wytrzyma niemal wszystko a do tego szybki, świetny ekran, 2 karty SIM + micro SD. Nie jest może cienki jak kartka papieru, ale dobrze leży w ręce, naprawdę solidny. Bateria na kilka dni + szybkie ładowanie. Dla mnie same plusy. Polecam!",5.0
"Telefon nie warty tych pieniędzy, krótko mówiąc badziew SMS wysyła jak ma dobry humor;) MMS-y wysyła i odbiera kiedy chce :) Transmisja danych się często zacina i trzeba go zresetować Bluetooth łaczy się na zasadzie uda się albo nie uda Skoro jest na dwie karty i ustawiam priorytety(połączenia, SMS) to życzyłbym sobie żeby to działąło - niestety lipa Jedyny plus to duża bateria nic pozatym",1.0
"Płyta nie należy do najtańszych na rynku, ale zdecydowanie warta swojej ceny. Świetnie się prezentuje w kuchni po remoncie. Jak dla mnie obsługa jest łatwa i intuicyjna, w porównaniu z innymi płytami gdzie trzeba było przeklikać lub poczekać na reakcje urządzenia tutaj wszystkie ustawienia mocy grzania działają płynnie, bez zwłoki. Chcesz przeskoczyć z pozycji 2 na np. 9 - wystarczy jeden klik. Dodatkowym atutem jest łączenie dwóch z czterech pól grzewczych w jedno większe, co pozwala na umieszczenie dużego naczynia (np. brytfanki). Oczywiście są inne lepsze urządzenia na rynku, ale z pośród płyt w kolorze białym ciężko o lepszy wybór. Przy okazji - pytanie, byćmoże do producentów: dlaczego płyty w kolorze czarnym dostępne na rynku posiają zdecydowanie lepsze wyposażenie (dostępne funkcje) niż płyty w innych kolorach?  Podsumowując: razem z żoną jesteśmy zadowoleni z zakupu, Polecamy.",5.0
"Uchwyt wykonany solidnie. Montaż jest bardzo prosty i stabilny. Bez problemu można przepiąć uchwyt czy poprawić ustawienie telefonu za pomocą nakrętki. Telefon nakładasz na dolną część i boki same się 'zamykają'. Raczej nic nie trzeszczy, nie pęka. Jeśli w czasie jazdy nie ma w uchwycie telefonu potrafi wydać z siebie odgłosy ruszających się zębatek, ale nie jest to uciążliwe. Polecam!",5.0
"""Jakość tego produktu jest fatalna. Końcówka USB jest wadliwa i bardzo luźno siedzi w gniazdku, więc komputer przeważnie w ogóle nie widzi tego dysku, a każde potrącenie czy dotknięcie kabelka powoduje podłączenie/rozłączenie. Sama obudowa wygląda na bardzo kiepską i niesolidną. Dysk w środku """"lata"""", jak potrząśnie się nim lekko, słychać stukot. Nie zapisałabym na nim moich plików. Nie można zaufać temu produktowi... """,1.0
