tx_name,Task Name,tx_difficulty,total_correctness,total_compute,total_robustness,total_memtotal,made_submission,compile_success,score_percentage,Time spent,Remarks on Score,id_task_session,js_comments,id_infra_instan,nu_pgmr_comment_flux_all,nu_pgmr_cyclo_flux_all,nu_pgmr_filesize_flux_all,nu_pgmr_nom_flux_all,nu_pgmr_dac_flux_all,nu_pgmr_fanout_flux_all,nu_loc_flux_source_all,nu_loc_added_source_all,nu_ce_models_units_all,nu_aberrant_ce_units_all,nu_ce_hours_all,nu_aberrant_ce_all,loc_submit,cyclo_submit,nom_submit,dac_submit,fanout_submit,ce_units_submit,aberrant_ce_units_submit,id_test_session,tx_file_type,correctness_norm,compute_norm,robustness_norm,memtotal_norm,task_score,avg_bce
5,7,easy,1,1,0,0,True,True,67.80000000000001,1.0,FAILED,3470,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""change the loop from while to do while loop""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""use var type instead of  complex""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""change variable declaration  to var""}]",812399,0,8,310,0,0,0,112,56,380.5628515613817,4.246258286484583,21.443731183729067,0.2392656583754101,50,11,6,0,1,8.009189347486204,0.4658560192293085,4266,cs,100.0,0,0.0,0,50.0,1.3980957809030348
5,10,easy,6,0,0,0,True,True,66.10000000000001,0.6666666666666666,PASSED,3472,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""cross  verified the output""}]",812401,0,11,593,2,0,0,67,42,254.2779408587187,5.973619692453522,14.327903491775931,0.3365980004439366,33,8,3,0,1,9.18640583124165,0.4017669395269799,4266,cs,16.666666666666668,0,0.0,0,2.7777777777777786,1.3980957809030348
5,2,intermediate,0,0,0,0,True,True,67.80000000000001,1.0,FAILED,3471,"[{""question"":""the classes you used in the standard library and why"",""answer"":""timezone""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""Google.com""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""we already worked on timezone.""}]",812400,8,1,964,0,0,0,73,40,275.34923608924555,3.864574889267267,15.515216412000706,0.217758787345723,16,3,2,0,1,6.469069134708277,0.0,4266,cs,0.0,0,0.0,0,0.0,1.3980957809030348
6,8,easy,1,1,0,1,True,True,78.4,0.95,FAILED,3826,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""Looping""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""choosing correct datatype for the value""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""analyze the datatypes \u0026 iteration""}]",837072,0,44,65,24,4,11,30,15,190.36831812934784,1.3363941845988558,10.726761750695813,0.075302351589129,51,11,6,1,2,11.624121625163331,0.1055865902332361,4733,java,100.0,0,0.0,0,33.333333333333336,2.5944298701298703
6,1,easy,2,0,0,0,True,True,82.0,0.4,ACCEPTABLE,3827,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""dry run""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""""}]",837073,0,6,147,4,0,0,24,14,139.67769099522863,0.9829715435375892,7.870476179629309,0.0553879009850637,12,3,2,0,0,14.910871259866454,0.2823403126710656,4733,java,37.5,0,0.0,0,18.75,2.5944298701298703
7,1,easy,2,0,0,0,True,True,78.7,0.7,ACCEPTABLE,3174,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""By matching the result manually, that is if the mean of 2,2 is 2.0 ? It has matched.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""1.NULL\n2.Empty array\n3.Array which has some element""}]",731358,0,13,742,4,0,0,30,18,50.893662832979786,2.349497453550743,2.8677261069180746,0.1323880972724736,14,5,2,0,0,13.983124199410527,0.489518394417824,2723,java,37.5,0,0.0,0,18.75,3.2848484076433127
8,1,easy,2,0,0,0,True,True,46.40000000000001,0.4,FAILED,2874,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""eewqewqe""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""wewqe""}]",645596,0,1,11,0,0,0,1,1,6.324320274899181,0.0,0.3563590700940281,0.0,0,1,0,0,0,4.974925401076961,0.0,2029,py,0.0,0,0.0,0,0.0,0.6867670634920635
8,1,easy,2,0,0,0,True,True,62.2,0.0,ACCEPTABLE,2943,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""wjsk""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""sk""}]",645027,0,3,295,2,0,0,13,13,20.337491006511087,0.1203708802270767,1.1459649524535642,0.006782587389568,13,3,2,0,0,20.337491006511087,0.1203708802270767,2339,js,37.5,0,0.0,0,18.75,0.6867670634920635
9,1,easy,0,0,0,0,True,False,59.4,0.8,0,3842,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""I will add all the array elements and divided by the array size to calculate the average""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""yes array size if it zero w""}]",837389,0,10,43,10,0,0,23,11,133.65565300688291,2.188724089861314,7.531149933595381,0.1233289345656691,7,2,2,0,0,9.365958738019437,0.683547749226785,0,java,0.0,0,0.0,0,0.0,0.4453037914691943
10,8,easy,1,1,0,1,True,True,69.3,1.0,FAILED,3838,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""Understand and use java8""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""it didnt""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""""}]",837385,10,42,804,20,4,7,52,26,259.4620902320596,8.775953223782803,14.620016884142313,0.4945022380394522,51,11,6,1,2,6.147229660784992,0.1850780302973029,0,java,100.0,0,0.0,0,33.333333333333336,0.99800353200883
10,1,easy,2,0,0,0,True,True,73.0,0.9,ACCEPTABLE,3839,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""used calculator to calculate it""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""no problematic inputs given""}]",837386,0,6,230,4,0,0,34,21,185.3585615678089,0.7718500612959066,10.444474941668588,0.0434917521788241,16,3,2,0,0,11.036407593074076,0.0,0,java,37.5,0,0.0,0,18.75,0.99800353200883
10,15,intermediate,0,0,0,0,True,False,69.0,0.95,0,3840,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Code could have been completed""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""will first check for all the (.) and replace it with ascii and then form the word again and match with builder.""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""easily built""}]",837387,3,27,967,12,0,0,88,52,497.16805295627233,6.750249624543763,28.014132322667717,0.3803590859641158,25,0,0,0,0,12.391031244252437,0.0,0,java,0.0,0,0.0,0,0.0,0.99800353200883
11,1,easy,2,0,0,0,True,True,65.40000000000002,1.0,ACCEPTABLE,3506,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""I made a little bit of defensive programming. I can\u0027t add ArgumentException in order to check whether the array is null.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""if the array would be empty, probable it can raise a DividedByZeroException.""}]",813141,0,3,488,0,0,2,55,30,223.4329422129253,2.337585223684308,12.589867693985529,0.1317168739672913,13,3,2,0,0,0.5849814746964918,0.0,4363,cs,37.5,0,0.0,0,18.75,3.129143643512452
11,15,intermediate,0,0,0,0,True,False,68.10000000000001,0.95,0,3505,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Probably I will implemented the miss logic""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""add a property called wildcard ans use it in the algorithm""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""In order to add words and preserve the visibility of them.""}]",813140,0,9,1230,8,0,6,176,98,658.9970399603801,13.576885800433145,37.13277666962272,0.7650223562867076,30,7,6,0,2,5.555332014367954,0.5099572502218015,4363,cs,0.0,0,0.0,0,0.0,3.129143643512452
11,3,intermediate,5,0,0,0,True,True,67.40000000000002,1.0,FAILED,3504,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""i would be split the logic in methods applying Single responsibility principle.""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""I didn\u0027t fixes. I don\u0027t very familiarized with this kind of algorithms""},{""question"":""Describe the faults you found in words."",""answer"":""The code is very unreadable, becuse all logic is""}]",813139,2,0,663,0,0,2,49,27,195.9493953451128,2.690890268999784,11.041240999102412,0.1516246983556061,52,11,7,0,2,1.7442635944060128,0.0,4363,cs,8.0,0,0.0,0,1.6,3.129143643512452
12,1,easy,2,0,0,0,True,True,69.69999999999999,0.55,ACCEPTABLE,3417,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""mean can be calculated by adding the given two number and then dividing the answer by two""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""""}]",808026,0,4,128,2,0,0,23,19,53.603340528612144,0.5767542786733362,3.0204094281126945,0.0324986100461299,12,3,2,0,0,14.669729228459133,0.2777742403497966,4144,java,37.5,0,0.0,0,18.75,1.4892453738910012
13,1,easy,0,0,0,0,True,False,54.2,1.0,0,3775,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""here i faced to uysed both Sum and avaerage functionality to be used""}]",834368,0,2,307,1,0,0,56,33,205.50792568488384,1.5782805637729331,11.57983943107393,0.0889320226690396,18,4,3,0,0,6.169103101756537,0.0,4477,cs,0.0,0,0.0,0,0.0,2.00236987654321
13,3,intermediate,5,0,0,0,True,True,69.39999999999999,0.95,FAILED,3773,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""Added different testcase values""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",834366,0,0,69,0,0,0,18,10,71.09191513792318,0.0688071881485817,4.005845319109449,0.0038771068697662,49,11,7,0,2,7.738284101400622,0.0,4477,cs,4.0,0,0.0,0,0.8,2.00236987654321
13,15,intermediate,0,0,0,0,True,True,57.49999999999999,1.0,FAILED,3774,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""BUilder interface is the right one to matching the appropriate value from the list""}]",834367,0,0,4,0,0,0,0,0,1.7205273369507652,0.0,0.0969472599767891,0.0,10,2,2,0,0,1.1333556424303173,0.0,4477,cs,0.0,0,0.0,0,0.0,2.00236987654321
14,12,easy,0,0,0,0,True,False,70.89999999999998,0.9333333333333332,0,3385,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""..""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""..""}]",779511,0,2,658,1,0,2,62,38,215.08521815870685,0.4308850947231488,12.119495060713035,0.0242792592719169,31,4,3,0,1,5.792149529435878,0.0,3340,cs,0.0,0,0.0,0,0.0,0.4318592082616179
14,3,intermediate,5,0,0,0,True,True,70.39999999999998,0.95,FAILED,3383,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":"".""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":"".""},{""question"":""Describe the faults you found in words."",""answer"":"".""}]",779510,2,0,119,0,0,0,6,4,37.417001081589646,0.8150512263032551,2.108351116255746,0.0459260259536833,49,11,7,0,2,6.784742590366055,0.0,3340,cs,4.0,0,0.0,0,0.8,0.4318592082616179
15,1,easy,2,0,0,0,True,True,72.89999999999998,1.0,ACCEPTABLE,3643,0,834101,0,10,182,6,0,0,32,20,180.5089818531534,0.4686401655329031,10.171213683170873,0.0264066597418928,16,4,2,0,0,9.343092329351167,0.1760985846210661,4539,java,37.5,0,0.0,0,18.75,1.4802463095238094
16,14,difficult,0,0,0,0,True,False,68.5,0.9,0,3744,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""Because Change should be tracked of all of the money present in machine""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""Return -1 and show appropirate  message to user on Vending machine""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""Hashset""}]",834282,0,17,489,16,0,0,58,33,252.0838750457323,6.68114612033562,14.204273564945032,0.3764652824517304,37,11,8,0,1,10.088525344463331,0.0,4491,cs,0.0,0,0.0,0,0.0,2.1202055459272096
16,6,easy,0,0,0,0,True,False,66.90000000000002,1.0,0,3745,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Did correct logical data mapping""}]",834283,0,5,482,0,0,1,51,28,196.2936771993063,3.4397699430837987,11.060640390037369,0.1938221286989252,15,3,2,0,1,5.658553507961585,0.0,4491,cs,0.0,0,0.0,0,0.0,2.1202055459272096
16,0,intermediate,4,0,2,0,True,True,62.0,1.0,FAILED,3743,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""d""},{""question"":""Is your solution exact or approximate?"",""answer"":""D""},{""question"":""How did you estimate the area under the curve?"",""answer"":""d""}]",834281,1,0,28,0,0,0,6,3,25.796414435952386,0.8320208306035269,1.4535611513290576,0.046882219211686,9,2,2,0,0,5.69251916431547,0.8320208306035269,4491,cs,6.25,0,0.0,0,1.0416666666666667,2.1202055459272096
17,14,difficult,0,0,0,0,True,True,66.5,1.0,FAILED,3542,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""because we are accepting only 2 types of coins.""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""reject the request with appropriate message""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""ArrayList\u003cInteger\u003e""}]",822179,0,32,1168,26,8,11,1811,1753,1143.684332577712,20.337388597179267,64.44365046724327,1.1459591819529151,41,11,8,2,3,13.07021514736008,0.0605311880462459,4416,java,0.0,0,0.0,0,0.0,2.373676296296296
17,6,easy,7,0,0,0,True,True,69.69999999999999,1.0,FAILED,3540,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""I am using same variable for both keys and values""}]",822177,0,4,549,2,1,3,20,20,23.79901932217048,0.4427085746803129,1.3410131091018596,0.0249454817495377,20,4,2,1,3,23.79901932217048,0.4427085746803129,4416,java,10.20408163265306,0,0.0,0,1.4577259475218658,2.373676296296296
17,0,intermediate,4,0,2,0,True,True,65.10000000000001,0.95,FAILED,3541,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""According to the mentioned logic i have written the code""},{""question"":""Is your solution exact or approximate?"",""answer"":""approximate""},{""question"":""How did you estimate the area under the curve?"",""answer"":""based on the given description""}]",822178,0,0,145,0,0,0,6,5,16.375671648412528,0.3659805232155417,0.922726691112502,0.0206220547436926,13,2,2,0,1,11.804775906372717,0.0,4416,java,12.5,0,25.0,0,6.25,2.373676296296296
19,1,easy,2,0,0,0,True,True,70.0,0.9,FAILED,3736,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""it will work for 2 number""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""""}]",834274,0,9,101,6,0,0,20,11,107.50794896422116,1.172772960749874,6.057794522624304,0.0660827193371239,13,3,2,0,0,7.005095509662413,0.1697312417372628,4544,java,0.0,0,0.0,0,0.0,0.5928833333333333
19,15,intermediate,0,0,0,0,True,True,72.79999999999998,0.95,0,3735,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""please give me""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""ready code""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""""}]",834273,0,8,153,8,0,0,39,24,223.64862806574055,1.0042261892862758,12.602021033253724,0.0565855452321841,18,0,0,0,0,11.651263195402205,0.0,4544,java,0.0,0,0.0,0,0.0,0.5928833333333333
18,1,easy,0,0,0,0,True,True,67.30000000000001,0.9,0,3748,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""because we tested multiple scenarios with different values and matches it with expected results.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""no""}]",834341,0,3,161,2,0,0,8,6,46.933531571301,1.282486779425255,2.644582965438789,0.072264808905674,12,3,2,0,0,6.620740774556057,0.0,4542,java,0.0,0,0.0,0,0.0,1.5390102091020912
18,15,intermediate,0,0,0,0,True,True,71.5,1.0,0,3746,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Will implemt builder interface to use in pattern matching function""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""""}]",834339,0,4,202,4,0,6,9,7,60.61363550664387,1.453523750778701,3.4154213963350104,0.08190229932581,14,2,2,0,2,6.690104219198768,0.0,4542,java,0.0,0,0.0,0,0.0,1.5390102091020912
20,9,easy,0,0,0,0,True,False,59.4,0.9,0,3820,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""tested""}]",837066,0,0,342,0,0,1,38,21,141.92137625415052,0.9426096873515212,7.996902033744647,0.0531136149096379,20,2,2,0,2,8.036926005087794,0.0,4666,cs,0.0,0,0.0,0,0.0,2.3695880903490765
20,11,intermediate,0,0,0,0,True,False,50.5,0.9333333333333332,0,3821,"[{""question"":""Describe how the performance of your implementation changes as the distance between the start of the first building and end of the last building increases."",""answer"":""then the starting and end coordinates will get change""},{""question"":""Describe how the performance of your implementation changes as the number of buildings increases."",""answer"":""will use arrays""},{""question"":""Describe in words the algorithm you developed."",""answer"":""Nothing""}]",837067,0,0,151,0,0,0,16,8,60.134023635052536,1.2824570132767743,3.388396509368945,0.0722631316602892,10,2,2,0,1,6.994850489850782,0.0,4666,cs,0.0,0,0.0,0,0.0,2.3695880903490765
20,4,intermediate,0,0,0,0,True,False,53.1,1.0,0,3822,"[{""question"":""Describe any other corner cases you considered."",""answer"":""Nothing""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""null check""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""separating each and storing""}]",837068,2,4,529,0,0,1,96,53,347.9484064751194,2.1623307672843874,19.60599166115905,0.1218417391863435,21,4,2,0,1,6.835150120863713,0.0,4666,cs,0.0,0,0.0,0,0.0,2.3695880903490765
21,14,difficult,0,0,0,0,True,False,71.1,1.0,0,3803,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""na""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""na""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""na""}]",836889,0,20,808,16,2,4,114,66,777.5087913699132,7.068336640259403,43.81060696470356,0.3982824655847372,48,0,0,0,0,12.331845252360392,0.0,4710,java,0.0,0,0.0,0,0.0,1.0307963541666667
21,6,easy,0,0,0,0,True,False,60.7,0.7,0,3804,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""use linkedhashMap""}]",836890,0,7,123,6,2,7,26,14,180.1955240523984,1.9540161603129549,10.15355114782552,0.1101037505329264,13,3,2,1,2,18.37343477387012,0.7161244921468777,4710,java,0.0,0,0.0,0,0.0,1.0307963541666667
21,2,intermediate,0,0,0,0,True,False,60.3,1.0,0,3805,"[{""question"":""the classes you used in the standard library and why"",""answer"":""na""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""na""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""na""}]",836891,0,4,55,4,1,5,13,8,91.42426385845708,1.8047026178674337,5.15152051706461,0.1016903190769776,14,2,2,1,3,4.116386909117035,0.0,4710,java,0.0,0,0.0,0,0.0,1.0307963541666667
22,9,easy,0,0,0,0,True,False,72.0,0.9,0,3609,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""It checks the map and build on the created library map and using builder methods to construct and return the map""}]",832874,0,9,76,6,3,6,14,8,109.0839664385836,0.6403671584423488,6.146599026065536,0.0360830310898365,18,3,2,1,2,19.865808744728085,0.1897076141870244,4630,java,0.0,0,0.0,0,0.0,2.7339069672131147
22,11,intermediate,0,0,0,0,True,False,69.1,1.0,0,3608,"[{""question"":""Describe how the performance of your implementation changes as the distance between the start of the first building and end of the last building increases."",""answer"":""Based on the building increases the alogrithm will divid the lenght and iterate""},{""question"":""Describe how the performance of your implementation changes as the number of buildings increases."",""answer"":""For n""},{""question"":""Describe in words the algorithm you developed."",""answer"":""Divide and conquire algorithm""}]",832873,6,27,476,16,12,19,50,30,372.82355347303866,9.190955719179868,21.007641778059888,0.5178865539687649,21,4,2,2,2,11.49975696850032,0.0532580331462268,4630,java,0.0,0,0.0,0,0.0,2.7339069672131147
22,4,intermediate,0,0,0,0,True,True,67.5,1.0,FAILED,3610,"[{""question"":""Describe any other corner cases you considered."",""answer"":""By second iteration with max length""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""Null check was added at the begining of code, as well try catcj to be call for null pointer exception""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""row and column iteration to be provided and matched according to old array""}]",832875,16,37,683,16,0,8,75,42,420.5625334270761,7.986792853343863,23.69760967408481,0.4500350947670216,20,5,2,0,1,20.40201214945097,1.2038930612848555,4630,java,0.0,0,0.0,0,0.0,2.7339069672131147
