ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.757257397440991,200.19140044205727,21536.22468744541,4.915101054543186,317.88290049783706,404.7177991564453,13.768323306421337,47.93087187711021,3.6261354416122304,0
,168.38843077429533,27492.30730658781,7.046224797696413,299.8204779108216,383.7950199903258,16.18206649367437,75.72943388991457,3.048057223106976,0
7.80963189801941,100.4576150915831,12013.550628764531,5.212314602065352,247.2008260476431,605.2201243500056,9.611348740011238,66.08417363713342,2.447444463910633,0
6.652488090855707,145.0101719190834,19871.788448305862,4.961066380191502,288.0521917368515,545.974993762403,10.942024256012132,71.7274140605346,3.742090426349668,0
9.14719705533692,211.71414177764132,11920.610835646206,7.2307947693374,339.7519188007938,527.7089100130407,18.27531210927765,47.63488493437153,3.7945315911032105,0
10.560744636218196,181.89336556155357,21783.65103336337,6.991259996238134,340.39037835517297,456.5564021223438,16.48283536696391,34.2520490783523,3.964686350022129,0
7.484254837727466,260.09217257337195,30616.615148853696,9.379133540507624,,404.6707773281626,15.934483871207078,66.6210265451665,4.781188176562564,0
8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,0
4.999413810796919,190.28705014936028,24323.865903045946,7.230164126862036,324.8930378422557,405.3304820275903,8.236557503105303,99.42738491828506,4.460683931737437,0
,157.80119355420416,16963.625011737488,8.335618549876713,300.04423428111204,360.99599448807487,12.823860949370784,71.7170050975215,4.405385705659032,0
,155.05572682593436,20557.240431752216,8.187319049670325,,290.18098311050545,16.622255183892094,59.622057462107946,4.089907689677867,0
3.9060783549561697,233.4028350124758,32144.79993361832,6.9948396173050975,348.3594482139767,269.4490512269393,9.6541256002684,63.74306384016444,3.902879711657464,0
6.391353623832183,213.0178296827953,20965.478308853573,5.375559891974689,327.65054252170705,369.3381209158568,13.75810517074376,17.915722569180794,3.92374916929651,0
,229.48569367886049,35729.692708630326,8.810843045016396,384.9437789484208,296.3975472430137,16.92709217980689,,3.8556022119167,0
8.692092012708041,195.1437387840549,24656.23967944457,8.23190033837729,,398.3454180035162,12.380770792752344,48.440724865546855,4.477960248233931,0
8.085759800882219,127.73967382937272,32653.910360267582,6.534237410114922,,416.2396300704016,11.119659254793705,78.27505003771154,4.068688909481666,0
6.203977702278348,212.30661828668616,21815.07414790552,7.873991884545469,,362.10800431396245,14.9330126610987,63.87381994728531,5.215689206119035,0
5.058108868565138,238.56938041349943,34873.9345228707,8.983276144386597,374.4335045168568,669.725086180179,13.353181433963528,76.52179974552398,5.106655774420084,0
,103.46475866009456,27420.16742458204,8.417305032089528,,485.97450045781375,11.351132730708514,67.8699636759021,4.620793451653219,0
,211.20052600889707,12830.484133775428,4.502117033961811,326.9615175657507,333.3298479586677,16.04514847686687,49.89840563542835,3.4397400415499195,0
7.261550522070718,179.88978823788457,24964.777703096523,5.837086492837437,349.26927130145657,501.18278074341,17.287713278296337,50.99300645308109,3.636364182680497,0
7.16046723080874,183.0893100379288,6743.346065530401,3.8030364235979857,277.5990986210596,428.0363443504035,9.79962468961304,90.03537367362071,3.8848910441472793,0
5.704764776213017,116.29932988379586,33223.58152874991,7.050503159576975,297.0781534785211,504.3786809676549,9.001820487566135,48.1470312534892,4.157533407489738,0
6.21727313516034,130.94446388846563,19460.38281898756,7.092462955305368,300.13127199830365,556.6537100333977,14.083608352195483,57.897074706807686,5.325833445695803,0
8.679934969964185,242.22866728551904,22984.05095148243,7.518764659399904,,352.94258812349034,18.70440905927489,69.90790244915216,3.873470298448302,0
,219.30091421337028,14859.46642428366,5.598326765629258,344.4423936728914,425.2135748076129,15.771834366058272,49.35200147780444,4.655916598688822,0
6.897322141100197,211.36016672106155,25650.777643120266,6.766009906754591,,383.0143101678532,13.93478804138067,90.52332986300934,5.022783630004574,0
3.514545528745279,158.73207576140192,23029.663613563636,6.821679099461131,286.5228468169785,307.3791420351913,9.71223191091832,79.85092857457249,3.762615331099367,0
3.72250048593372,163.63974692058176,37962.16799126102,6.6845702741913415,326.69401786030267,467.5629728711818,14.567268860188278,50.57797909828098,3.662837731991359,0
6.455004797496717,176.68397277687006,24468.048390354597,5.756930038692856,314.7995982838096,477.5813461557029,16.245504341610683,57.72972382844005,2.2934314064128625,0
7.316804753880919,217.5228619622912,31903.399811532247,9.86504750268218,376.93797230566565,425.9134001802693,8.992754272254672,69.50921982211526,3.508372649783596,0
1.844538366498842,233.7643427207269,28689.59577768293,7.724432299963912,,410.3872638377081,15.611859296305228,54.29944409418921,5.013463351103733,0
5.519125656437607,168.72858303956718,12531.60192106475,7.73072294792503,,443.5703720974922,18.099078103861583,,3.758995860323916,0
7.408985466924612,204.96174981089476,9566.1222701692,6.505923138805981,311.4526625117488,504.14599408386647,11.532144007741238,81.10693773146244,3.772420927989514,0
5.976769618087598,258.9527320159533,27267.981860954154,7.648599331443458,383.6571521070967,514.118920118766,12.256790251190353,82.46979842996726,2.9946710955082176,0
6.395359131671062,133.8342291043793,23827.275015402887,5.1277468613272,266.9084282807846,573.4002951499592,9.833874584580258,95.02660927984373,4.191217514711704,0
6.209642259708484,195.41772094898116,13116.707711787025,7.879347670859675,,417.2416560263488,7.507662314515301,70.54738690612056,3.6125196149467143,0
6.762832521891738,232.0751765558761,27159.38434523353,7.884990657868601,350.4452926972019,465.4137746213498,13.863964882331118,64.81225738319597,4.916579160751283,0
9.91871706385417,199.18125107339057,21470.27830541328,6.799841410225563,329.17842902607634,430.5077068652869,15.966042944362073,59.29227326975216,3.385508443856719,0
10.15544017022192,300.29247579584023,12652.362978658088,6.655126362567496,398.6477857459576,487.45913103075526,9.347633986485675,67.9197886870381,5.002467259922081,0
8.721726710620581,206.369682384784,28608.052076372544,6.325442403664851,377.40453818519927,506.9383527298253,13.553751007248536,42.381483937537176,2.5550269039968736,0
,197.9797828412593,17153.306163452093,7.659203939381076,329.2803146030727,575.1146944234249,11.870981482343325,69.10983568283255,4.383921813522324,0
,199.1078855640336,29721.91163035013,6.869690215355936,357.30322096748097,420.70959122207296,9.226618665284832,55.29428326667228,3.355164642176155,0
6.099646705468387,237.9199267632531,20416.84099619073,8.457830699274377,,291.1048365690676,19.27005426046378,93.13800948154017,3.172789769152877,0
9.026787719511631,253.2170741709845,27965.07214592841,6.588374366182638,373.5532353383944,588.3196505363993,16.145732052775088,59.12445084811043,2.0190420182011657,0
6.953371603389549,203.1465467521772,11609.109054527797,5.495737654707861,304.2831932144039,551.1433371665813,9.387781275530813,55.95800559485764,3.651865808422898,0
6.140877556947864,197.87608974936683,26687.87448333394,7.587196417947506,329.23185293501894,548.0727613161172,15.836330205236152,41.26364788367695,5.359460295012964,0
7.077874006530455,220.67053960676589,23873.378210133666,6.181839616382845,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020964,4.764508264921448,0
5.488314309012512,135.80236170060937,21485.153195191077,8.18741579072919,280.6032866703198,441.3311374586935,14.86026268337497,88.28734556180851,5.066786271784542,0
7.205559174588729,120.32761534360888,24627.867560468934,6.202469332114029,289.7686965533282,418.4332899200773,13.643147085869316,63.73373237019648,3.710053125679874,0
9.177869865892433,163.2748282557015,20868.331218998803,7.726040434165082,320.4214321786778,426.9943931689402,10.214274603240654,62.430926156839874,3.1087699879134547,0
